index,emoji,name,group,sub_group,codepoints
3825,🈁,Japanese “here” button,Symbols,alphanum,1F201
3826,🈂️,Japanese “service charge” button,Symbols,alphanum,1F202 FE0F
3827,🈂,Japanese “service charge” button,Symbols,alphanum,1F202
3828,🈷️,Japanese “monthly amount” button,Symbols,alphanum,1F237 FE0F
3829,🈷,Japanese “monthly amount” button,Symbols,alphanum,1F237
3830,🈶,Japanese “not free of charge” button,Symbols,alphanum,1F236
3831,🈯,Japanese “reserved” button,Symbols,alphanum,1F22F
3832,🉐,Japanese “bargain” button,Symbols,alphanum,1F250
3833,🈹,Japanese “discount” button,Symbols,alphanum,1F239
3834,🈚,Japanese “free of charge” button,Symbols,alphanum,1F21A
3835,🈲,Japanese “prohibited” button,Symbols,alphanum,1F232
3836,🉑,Japanese “acceptable” button,Symbols,alphanum,1F251
3837,🈸,Japanese “application” button,Symbols,alphanum,1F238
3838,🈴,Japanese “passing grade” button,Symbols,alphanum,1F234
3839,🈳,Japanese “vacancy” button,Symbols,alphanum,1F233
3840,㊗️,Japanese “congratulations” button,Symbols,alphanum,3297 FE0F
3841,㊗,Japanese “congratulations” button,Symbols,alphanum,3297
3842,㊙️,Japanese “secret” button,Symbols,alphanum,3299 FE0F
3843,㊙,Japanese “secret” button,Symbols,alphanum,3299
3844,🈺,Japanese “open for business” button,Symbols,alphanum,1F23A
3845,🈵,Japanese “no vacancy” button,Symbols,alphanum,1F235
3846,🔴,red circle,Symbols,geometric,1F534
3847,🟠,orange circle,Symbols,geometric,1F7E0
3848,🟡,yellow circle,Symbols,geometric,1F7E1
3849,🟢,green circle,Symbols,geometric,1F7E2
3850,🔵,blue circle,Symbols,geometric,1F535
3851,🟣,purple circle,Symbols,geometric,1F7E3
3852,🟤,brown circle,Symbols,geometric,1F7E4
3853,⚫,black circle,Symbols,geometric,26AB
3854,⚪,white circle,Symbols,geometric,26AA
3855,🟥,red square,Symbols,geometric,1F7E5
3856,🟧,orange square,Symbols,geometric,1F7E7
3857,🟨,yellow square,Symbols,geometric,1F7E8
3858,🟩,green square,Symbols,geometric,1F7E9
3859,🟦,blue square,Symbols,geometric,1F7E6
3860,🟪,purple square,Symbols,geometric,1F7EA
3861,🟫,brown square,Symbols,geometric,1F7EB
3862,⬛,black large square,Symbols,geometric,2B1B
3863,⬜,white large square,Symbols,geometric,2B1C
3864,◼️,black medium square,Symbols,geometric,25FC FE0F
3865,◼,black medium square,Symbols,geometric,25FC
3866,◻️,white medium square,Symbols,geometric,25FB FE0F
3867,◻,white medium square,Symbols,geometric,25FB
3868,◾,black medium-small square,Symbols,geometric,25FE
3869,◽,white medium-small square,Symbols,geometric,25FD
3870,▪️,black small square,Symbols,geometric,25AA FE0F
3871,▪,black small square,Symbols,geometric,25AA
3872,▫️,white small square,Symbols,geometric,25AB FE0F
3873,▫,white small square,Symbols,geometric,25AB
3874,🔶,large orange diamond,Symbols,geometric,1F536
3875,🔷,large blue diamond,Symbols,geometric,1F537
3876,🔸,small orange diamond,Symbols,geometric,1F538
3877,🔹,small blue diamond,Symbols,geometric,1F539
3878,🔺,red triangle pointed up,Symbols,geometric,1F53A
3879,🔻,red triangle pointed down,Symbols,geometric,1F53B
3880,💠,diamond with a dot,Symbols,geometric,1F4A0
3881,🔘,radio button,Symbols,geometric,1F518
3882,🔳,white square button,Symbols,geometric,1F533
3883,🔲,black square button,Symbols,geometric,1F532
3884,🏁,chequered flag,Flags,flag,1F3C1
3885,🚩,triangular flag,Flags,flag,1F6A9
3886,🎌,crossed flags,Flags,flag,1F38C
3887,🏴,black flag,Flags,flag,1F3F4
3888,🏳️,white flag,Flags,flag,1F3F3 FE0F
3889,🏳,white flag,Flags,flag,1F3F3
3890,🏳️‍🌈,rainbow flag,Flags,flag,1F3F3 FE0F 200D 1F308
3891,🏳‍🌈,rainbow flag,Flags,flag,1F3F3 200D 1F308
3892,🏳️‍⚧️,transgender flag,Flags,flag,1F3F3 FE0F 200D 26A7 FE0F
3893,🏳‍⚧️,transgender flag,Flags,flag,1F3F3 200D 26A7 FE0F
3894,🏳️‍⚧,transgender flag,Flags,flag,1F3F3 FE0F 200D 26A7
3895,🏳‍⚧,transgender flag,Flags,flag,1F3F3 200D 26A7
3896,🏴‍☠️,pirate flag,Flags,flag,1F3F4 200D 2620 FE0F
3897,🏴‍☠,pirate flag,Flags,flag,1F3F4 200D 2620
3898,🇦🇨,flag: Ascension Island,Flags,country-flag,1F1E6 1F1E8
3899,🇦🇩,flag: Andorra,Flags,country-flag,1F1E6 1F1E9
3900,🇦🇪,flag: United Arab Emirates,Flags,country-flag,1F1E6 1F1EA
3901,🇦🇫,flag: Afghanistan,Flags,country-flag,1F1E6 1F1EB
3902,🇦🇬,flag: Antigua & Barbuda,Flags,country-flag,1F1E6 1F1EC
3903,🇦🇮,flag: Anguilla,Flags,country-flag,1F1E6 1F1EE
3904,🇦🇱,flag: Albania,Flags,country-flag,1F1E6 1F1F1
3905,🇦🇲,flag: Armenia,Flags,country-flag,1F1E6 1F1F2
3906,🇦🇴,flag: Angola,Flags,country-flag,1F1E6 1F1F4
3907,🇦🇶,flag: Antarctica,Flags,country-flag,1F1E6 1F1F6
3908,🇦🇷,flag: Argentina,Flags,country-flag,1F1E6 1F1F7
3909,🇦🇸,flag: American Samoa,Flags,country-flag,1F1E6 1F1F8
3910,🇦🇹,flag: Austria,Flags,country-flag,1F1E6 1F1F9
3911,🇦🇺,flag: Australia,Flags,country-flag,1F1E6 1F1FA
3912,🇦🇼,flag: Aruba,Flags,country-flag,1F1E6 1F1FC
3913,🇦🇽,flag: Åland Islands,Flags,country-flag,1F1E6 1F1FD
3914,🇦🇿,flag: Azerbaijan,Flags,country-flag,1F1E6 1F1FF
3915,🇧🇦,flag: Bosnia & Herzegovina,Flags,country-flag,1F1E7 1F1E6
3916,🇧🇧,flag: Barbados,Flags,country-flag,1F1E7 1F1E7
3917,🇧🇩,flag: Bangladesh,Flags,country-flag,1F1E7 1F1E9
3918,🇧🇪,flag: Belgium,Flags,country-flag,1F1E7 1F1EA
3919,🇧🇫,flag: Burkina Faso,Flags,country-flag,1F1E7 1F1EB
3920,🇧🇬,flag: Bulgaria,Flags,country-flag,1F1E7 1F1EC
3921,🇧🇭,flag: Bahrain,Flags,country-flag,1F1E7 1F1ED
3922,🇧🇮,flag: Burundi,Flags,country-flag,1F1E7 1F1EE
3923,🇧🇯,flag: Benin,Flags,country-flag,1F1E7 1F1EF
3924,🇧🇱,flag: St. Barthélemy,Flags,country-flag,1F1E7 1F1F1
3925,🇧🇲,flag: Bermuda,Flags,country-flag,1F1E7 1F1F2
3926,🇧🇳,flag: Brunei,Flags,country-flag,1F1E7 1F1F3
3927,🇧🇴,flag: Bolivia,Flags,country-flag,1F1E7 1F1F4
3928,🇧🇶,flag: Caribbean Netherlands,Flags,country-flag,1F1E7 1F1F6
3929,🇧🇷,flag: Brazil,Flags,country-flag,1F1E7 1F1F7
3930,🇧🇸,flag: Bahamas,Flags,country-flag,1F1E7 1F1F8
3931,🇧🇹,flag: Bhutan,Flags,country-flag,1F1E7 1F1F9
3932,🇧🇻,flag: Bouvet Island,Flags,country-flag,1F1E7 1F1FB
3933,🇧🇼,flag: Botswana,Flags,country-flag,1F1E7 1F1FC
3934,🇧🇾,flag: Belarus,Flags,country-flag,1F1E7 1F1FE
3935,🇧🇿,flag: Belize,Flags,country-flag,1F1E7 1F1FF
3936,🇨🇦,flag: Canada,Flags,country-flag,1F1E8 1F1E6
3937,🇨🇨,flag: Cocos (Keeling) Islands,Flags,country-flag,1F1E8 1F1E8
3938,🇨🇩,flag: Congo - Kinshasa,Flags,country-flag,1F1E8 1F1E9
3939,🇨🇫,flag: Central African Republic,Flags,country-flag,1F1E8 1F1EB
3940,🇨🇬,flag: Congo - Brazzaville,Flags,country-flag,1F1E8 1F1EC
3941,🇨🇭,flag: Switzerland,Flags,country-flag,1F1E8 1F1ED
3942,🇨🇮,flag: Côte d’Ivoire,Flags,country-flag,1F1E8 1F1EE
3943,🇨🇰,flag: Cook Islands,Flags,country-flag,1F1E8 1F1F0
3944,🇨🇱,flag: Chile,Flags,country-flag,1F1E8 1F1F1
3945,🇨🇲,flag: Cameroon,Flags,country-flag,1F1E8 1F1F2
3946,🇨🇳,flag: China,Flags,country-flag,1F1E8 1F1F3
3947,🇨🇴,flag: Colombia,Flags,country-flag,1F1E8 1F1F4
3948,🇨🇵,flag: Clipperton Island,Flags,country-flag,1F1E8 1F1F5
3949,🇨🇷,flag: Costa Rica,Flags,country-flag,1F1E8 1F1F7
3950,🇨🇺,flag: Cuba,Flags,country-flag,1F1E8 1F1FA
3951,🇨🇻,flag: Cape Verde,Flags,country-flag,1F1E8 1F1FB
3952,🇨🇼,flag: Curaçao,Flags,country-flag,1F1E8 1F1FC
3953,🇨🇽,flag: Christmas Island,Flags,country-flag,1F1E8 1F1FD
3954,🇨🇾,flag: Cyprus,Flags,country-flag,1F1E8 1F1FE
3955,🇨🇿,flag: Czechia,Flags,country-flag,1F1E8 1F1FF
3956,🇩🇪,flag: Germany,Flags,country-flag,1F1E9 1F1EA
3957,🇩🇬,flag: Diego Garcia,Flags,country-flag,1F1E9 1F1EC
3958,🇩🇯,flag: Djibouti,Flags,country-flag,1F1E9 1F1EF
3959,🇩🇰,flag: Denmark,Flags,country-flag,1F1E9 1F1F0
3960,🇩🇲,flag: Dominica,Flags,country-flag,1F1E9 1F1F2
3961,🇩🇴,flag: Dominican Republic,Flags,country-flag,1F1E9 1F1F4
3962,🇩🇿,flag: Algeria,Flags,country-flag,1F1E9 1F1FF
3963,🇪🇦,flag: Ceuta & Melilla,Flags,country-flag,1F1EA 1F1E6
3964,🇪🇨,flag: Ecuador,Flags,country-flag,1F1EA 1F1E8
3965,🇪🇪,flag: Estonia,Flags,country-flag,1F1EA 1F1EA
3966,🇪🇬,flag: Egypt,Flags,country-flag,1F1EA 1F1EC
3967,🇪🇭,flag: Western Sahara,Flags,country-flag,1F1EA 1F1ED
3968,🇪🇷,flag: Eritrea,Flags,country-flag,1F1EA 1F1F7
3969,🇪🇸,flag: Spain,Flags,country-flag,1F1EA 1F1F8
3970,🇪🇹,flag: Ethiopia,Flags,country-flag,1F1EA 1F1F9
3971,🇪🇺,flag: European Union,Flags,country-flag,1F1EA 1F1FA
3972,🇫🇮,flag: Finland,Flags,country-flag,1F1EB 1F1EE
3973,🇫🇯,flag: Fiji,Flags,country-flag,1F1EB 1F1EF
3974,🇫🇰,flag: Falkland Islands,Flags,country-flag,1F1EB 1F1F0
3975,🇫🇲,flag: Micronesia,Flags,country-flag,1F1EB 1F1F2
3976,🇫🇴,flag: Faroe Islands,Flags,country-flag,1F1EB 1F1F4
3977,🇫🇷,flag: France,Flags,country-flag,1F1EB 1F1F7
3978,🇬🇦,flag: Gabon,Flags,country-flag,1F1EC 1F1E6
3979,🇬🇧,flag: United Kingdom,Flags,country-flag,1F1EC 1F1E7
3980,🇬🇩,flag: Grenada,Flags,country-flag,1F1EC 1F1E9
3981,🇬🇪,flag: Georgia,Flags,country-flag,1F1EC 1F1EA
3982,🇬🇫,flag: French Guiana,Flags,country-flag,1F1EC 1F1EB
3983,🇬🇬,flag: Guernsey,Flags,country-flag,1F1EC 1F1EC
3984,🇬🇭,flag: Ghana,Flags,country-flag,1F1EC 1F1ED
3985,🇬🇮,flag: Gibraltar,Flags,country-flag,1F1EC 1F1EE
3986,🇬🇱,flag: Greenland,Flags,country-flag,1F1EC 1F1F1
3987,🇬🇲,flag: Gambia,Flags,country-flag,1F1EC 1F1F2
3988,🇬🇳,flag: Guinea,Flags,country-flag,1F1EC 1F1F3
3989,🇬🇵,flag: Guadeloupe,Flags,country-flag,1F1EC 1F1F5
3990,🇬🇶,flag: Equatorial Guinea,Flags,country-flag,1F1EC 1F1F6
3991,🇬🇷,flag: Greece,Flags,country-flag,1F1EC 1F1F7
3992,🇬🇸,flag: South Georgia & South Sandwich Islands,Flags,country-flag,1F1EC 1F1F8
3993,🇬🇹,flag: Guatemala,Flags,country-flag,1F1EC 1F1F9
3994,🇬🇺,flag: Guam,Flags,country-flag,1F1EC 1F1FA
3995,🇬🇼,flag: Guinea-Bissau,Flags,country-flag,1F1EC 1F1FC
3996,🇬🇾,flag: Guyana,Flags,country-flag,1F1EC 1F1FE
3997,🇭🇰,flag: Hong Kong SAR China,Flags,country-flag,1F1ED 1F1F0
3998,🇭🇲,flag: Heard & McDonald Islands,Flags,country-flag,1F1ED 1F1F2
3999,🇭🇳,flag: Honduras,Flags,country-flag,1F1ED 1F1F3
4000,🇭🇷,flag: Croatia,Flags,country-flag,1F1ED 1F1F7
4001,🇭🇹,flag: Haiti,Flags,country-flag,1F1ED 1F1F9
4002,🇭🇺,flag: Hungary,Flags,country-flag,1F1ED 1F1FA
4003,🇮🇨,flag: Canary Islands,Flags,country-flag,1F1EE 1F1E8
4004,🇮🇩,flag: Indonesia,Flags,country-flag,1F1EE 1F1E9
4005,🇮🇪,flag: Ireland,Flags,country-flag,1F1EE 1F1EA
4006,🇮🇱,flag: Israel,Flags,country-flag,1F1EE 1F1F1
4007,🇮🇲,flag: Isle of Man,Flags,country-flag,1F1EE 1F1F2
4008,🇮🇳,flag: India,Flags,country-flag,1F1EE 1F1F3
4009,🇮🇴,flag: British Indian Ocean Territory,Flags,country-flag,1F1EE 1F1F4
4010,🇮🇶,flag: Iraq,Flags,country-flag,1F1EE 1F1F6
4011,🇮🇷,flag: Iran,Flags,country-flag,1F1EE 1F1F7
4012,🇮🇸,flag: Iceland,Flags,country-flag,1F1EE 1F1F8
4013,🇮🇹,flag: Italy,Flags,country-flag,1F1EE 1F1F9
4014,🇯🇪,flag: Jersey,Flags,country-flag,1F1EF 1F1EA
4015,🇯🇲,flag: Jamaica,Flags,country-flag,1F1EF 1F1F2
4016,🇯🇴,flag: Jordan,Flags,country-flag,1F1EF 1F1F4
4017,🇯🇵,flag: Japan,Flags,country-flag,1F1EF 1F1F5
4018,🇰🇪,flag: Kenya,Flags,country-flag,1F1F0 1F1EA
4019,🇰🇬,flag: Kyrgyzstan,Flags,country-flag,1F1F0 1F1EC
4020,🇰🇭,flag: Cambodia,Flags,country-flag,1F1F0 1F1ED
4021,🇰🇮,flag: Kiribati,Flags,country-flag,1F1F0 1F1EE
4022,🇰🇲,flag: Comoros,Flags,country-flag,1F1F0 1F1F2
4023,🇰🇳,flag: St. Kitts & Nevis,Flags,country-flag,1F1F0 1F1F3
4024,🇰🇵,flag: North Korea,Flags,country-flag,1F1F0 1F1F5
4025,🇰🇷,flag: South Korea,Flags,country-flag,1F1F0 1F1F7
4026,🇰🇼,flag: Kuwait,Flags,country-flag,1F1F0 1F1FC
4027,🇰🇾,flag: Cayman Islands,Flags,country-flag,1F1F0 1F1FE
4028,🇰🇿,flag: Kazakhstan,Flags,country-flag,1F1F0 1F1FF
4029,🇱🇦,flag: Laos,Flags,country-flag,1F1F1 1F1E6
4030,🇱🇧,flag: Lebanon,Flags,country-flag,1F1F1 1F1E7
4031,🇱🇨,flag: St. Lucia,Flags,country-flag,1F1F1 1F1E8
4032,🇱🇮,flag: Liechtenstein,Flags,country-flag,1F1F1 1F1EE
4033,🇱🇰,flag: Sri Lanka,Flags,country-flag,1F1F1 1F1F0
4034,🇱🇷,flag: Liberia,Flags,country-flag,1F1F1 1F1F7
4035,🇱🇸,flag: Lesotho,Flags,country-flag,1F1F1 1F1F8
4036,🇱🇹,flag: Lithuania,Flags,country-flag,1F1F1 1F1F9
4037,🇱🇺,flag: Luxembourg,Flags,country-flag,1F1F1 1F1FA
4038,🇱🇻,flag: Latvia,Flags,country-flag,1F1F1 1F1FB
4039,🇱🇾,flag: Libya,Flags,country-flag,1F1F1 1F1FE
4040,🇲🇦,flag: Morocco,Flags,country-flag,1F1F2 1F1E6
4041,🇲🇨,flag: Monaco,Flags,country-flag,1F1F2 1F1E8
4042,🇲🇩,flag: Moldova,Flags,country-flag,1F1F2 1F1E9
4043,🇲🇪,flag: Montenegro,Flags,country-flag,1F1F2 1F1EA
4044,🇲🇫,flag: St. Martin,Flags,country-flag,1F1F2 1F1EB
4045,🇲🇬,flag: Madagascar,Flags,country-flag,1F1F2 1F1EC
4046,🇲🇭,flag: Marshall Islands,Flags,country-flag,1F1F2 1F1ED
4047,🇲🇰,flag: North Macedonia,Flags,country-flag,1F1F2 1F1F0
4048,🇲🇱,flag: Mali,Flags,country-flag,1F1F2 1F1F1
4049,🇲🇲,flag: Myanmar (Burma),Flags,country-flag,1F1F2 1F1F2
4050,🇲🇳,flag: Mongolia,Flags,country-flag,1F1F2 1F1F3
4051,🇲🇴,flag: Macao SAR China,Flags,country-flag,1F1F2 1F1F4
4052,🇲🇵,flag: Northern Mariana Islands,Flags,country-flag,1F1F2 1F1F5
4053,🇲🇶,flag: Martinique,Flags,country-flag,1F1F2 1F1F6
4054,🇲🇷,flag: Mauritania,Flags,country-flag,1F1F2 1F1F7
4055,🇲🇸,flag: Montserrat,Flags,country-flag,1F1F2 1F1F8
4056,🇲🇹,flag: Malta,Flags,country-flag,1F1F2 1F1F9
4057,🇲🇺,flag: Mauritius,Flags,country-flag,1F1F2 1F1FA
4058,🇲🇻,flag: Maldives,Flags,country-flag,1F1F2 1F1FB
4059,🇲🇼,flag: Malawi,Flags,country-flag,1F1F2 1F1FC
4060,🇲🇽,flag: Mexico,Flags,country-flag,1F1F2 1F1FD
4061,🇲🇾,flag: Malaysia,Flags,country-flag,1F1F2 1F1FE
4062,🇲🇿,flag: Mozambique,Flags,country-flag,1F1F2 1F1FF
4063,🇳🇦,flag: Namibia,Flags,country-flag,1F1F3 1F1E6
4064,🇳🇨,flag: New Caledonia,Flags,country-flag,1F1F3 1F1E8
4065,🇳🇪,flag: Niger,Flags,country-flag,1F1F3 1F1EA
4066,🇳🇫,flag: Norfolk Island,Flags,country-flag,1F1F3 1F1EB
4067,🇳🇬,flag: Nigeria,Flags,country-flag,1F1F3 1F1EC
4068,🇳🇮,flag: Nicaragua,Flags,country-flag,1F1F3 1F1EE
4069,🇳🇱,flag: Netherlands,Flags,country-flag,1F1F3 1F1F1
4070,🇳🇴,flag: Norway,Flags,country-flag,1F1F3 1F1F4
4071,🇳🇵,flag: Nepal,Flags,country-flag,1F1F3 1F1F5
4072,🇳🇷,flag: Nauru,Flags,country-flag,1F1F3 1F1F7
4073,🇳🇺,flag: Niue,Flags,country-flag,1F1F3 1F1FA
4074,🇳🇿,flag: New Zealand,Flags,country-flag,1F1F3 1F1FF
4075,🇴🇲,flag: Oman,Flags,country-flag,1F1F4 1F1F2
4076,🇵🇦,flag: Panama,Flags,country-flag,1F1F5 1F1E6
4077,🇵🇪,flag: Peru,Flags,country-flag,1F1F5 1F1EA
4078,🇵🇫,flag: French Polynesia,Flags,country-flag,1F1F5 1F1EB
4079,🇵🇬,flag: Papua New Guinea,Flags,country-flag,1F1F5 1F1EC
4080,🇵🇭,flag: Philippines,Flags,country-flag,1F1F5 1F1ED
4081,🇵🇰,flag: Pakistan,Flags,country-flag,1F1F5 1F1F0
4082,🇵🇱,flag: Poland,Flags,country-flag,1F1F5 1F1F1
4083,🇵🇲,flag: St. Pierre & Miquelon,Flags,country-flag,1F1F5 1F1F2
4084,🇵🇳,flag: Pitcairn Islands,Flags,country-flag,1F1F5 1F1F3
4085,🇵🇷,flag: Puerto Rico,Flags,country-flag,1F1F5 1F1F7
4086,🇵🇸,flag: Palestinian Territories,Flags,country-flag,1F1F5 1F1F8
4087,🇵🇹,flag: Portugal,Flags,country-flag,1F1F5 1F1F9
4088,🇵🇼,flag: Palau,Flags,country-flag,1F1F5 1F1FC
4089,🇵🇾,flag: Paraguay,Flags,country-flag,1F1F5 1F1FE
4090,🇶🇦,flag: Qatar,Flags,country-flag,1F1F6 1F1E6
4091,🇷🇪,flag: Réunion,Flags,country-flag,1F1F7 1F1EA
4092,🇷🇴,flag: Romania,Flags,country-flag,1F1F7 1F1F4
4093,🇷🇸,flag: Serbia,Flags,country-flag,1F1F7 1F1F8
4094,🇷🇺,flag: Russia,Flags,country-flag,1F1F7 1F1FA
4095,🇷🇼,flag: Rwanda,Flags,country-flag,1F1F7 1F1FC
4096,🇸🇦,flag: Saudi Arabia,Flags,country-flag,1F1F8 1F1E6
4097,🇸🇧,flag: Solomon Islands,Flags,country-flag,1F1F8 1F1E7
4098,🇸🇨,flag: Seychelles,Flags,country-flag,1F1F8 1F1E8
4099,🇸🇩,flag: Sudan,Flags,country-flag,1F1F8 1F1E9
4100,🇸🇪,flag: Sweden,Flags,country-flag,1F1F8 1F1EA
4101,🇸🇬,flag: Singapore,Flags,country-flag,1F1F8 1F1EC
4102,🇸🇭,flag: St. Helena,Flags,country-flag,1F1F8 1F1ED
4103,🇸🇮,flag: Slovenia,Flags,country-flag,1F1F8 1F1EE
4104,🇸🇯,flag: Svalbard & Jan Mayen,Flags,country-flag,1F1F8 1F1EF
4105,🇸🇰,flag: Slovakia,Flags,country-flag,1F1F8 1F1F0
4106,🇸🇱,flag: Sierra Leone,Flags,country-flag,1F1F8 1F1F1
4107,🇸🇲,flag: San Marino,Flags,country-flag,1F1F8 1F1F2
4108,🇸🇳,flag: Senegal,Flags,country-flag,1F1F8 1F1F3
4109,🇸🇴,flag: Somalia,Flags,country-flag,1F1F8 1F1F4
4110,🇸🇷,flag: Suriname,Flags,country-flag,1F1F8 1F1F7
4111,🇸🇸,flag: South Sudan,Flags,country-flag,1F1F8 1F1F8
4112,🇸🇹,flag: São Tomé & Príncipe,Flags,country-flag,1F1F8 1F1F9
4113,🇸🇻,flag: El Salvador,Flags,country-flag,1F1F8 1F1FB
4114,🇸🇽,flag: Sint Maarten,Flags,country-flag,1F1F8 1F1FD
4115,🇸🇾,flag: Syria,Flags,country-flag,1F1F8 1F1FE
4116,🇸🇿,flag: Eswatini,Flags,country-flag,1F1F8 1F1FF
4117,🇹🇦,flag: Tristan da Cunha,Flags,country-flag,1F1F9 1F1E6
4118,🇹🇨,flag: Turks & Caicos Islands,Flags,country-flag,1F1F9 1F1E8
4119,🇹🇩,flag: Chad,Flags,country-flag,1F1F9 1F1E9
4120,🇹🇫,flag: French Southern Territories,Flags,country-flag,1F1F9 1F1EB
4121,🇹🇬,flag: Togo,Flags,country-flag,1F1F9 1F1EC
4122,🇹🇭,flag: Thailand,Flags,country-flag,1F1F9 1F1ED
4123,🇹🇯,flag: Tajikistan,Flags,country-flag,1F1F9 1F1EF
4124,🇹🇰,flag: Tokelau,Flags,country-flag,1F1F9 1F1F0
4125,🇹🇱,flag: Timor-Leste,Flags,country-flag,1F1F9 1F1F1
4126,🇹🇲,flag: Turkmenistan,Flags,country-flag,1F1F9 1F1F2
4127,🇹🇳,flag: Tunisia,Flags,country-flag,1F1F9 1F1F3
4128,🇹🇴,flag: Tonga,Flags,country-flag,1F1F9 1F1F4
4129,🇹🇷,flag: Turkey,Flags,country-flag,1F1F9 1F1F7
4130,🇹🇹,flag: Trinidad & Tobago,Flags,country-flag,1F1F9 1F1F9
4131,🇹🇻,flag: Tuvalu,Flags,country-flag,1F1F9 1F1FB
4132,🇹🇼,flag: Taiwan,Flags,country-flag,1F1F9 1F1FC
4133,🇹🇿,flag: Tanzania,Flags,country-flag,1F1F9 1F1FF
4134,🇺🇦,flag: Ukraine,Flags,country-flag,1F1FA 1F1E6
4135,🇺🇬,flag: Uganda,Flags,country-flag,1F1FA 1F1EC
4136,🇺🇲,flag: U.S. Outlying Islands,Flags,country-flag,1F1FA 1F1F2
4137,🇺🇳,flag: United Nations,Flags,country-flag,1F1FA 1F1F3
4138,🇺🇸,flag: United States,Flags,country-flag,1F1FA 1F1F8
4139,🇺🇾,flag: Uruguay,Flags,country-flag,1F1FA 1F1FE
4140,🇺🇿,flag: Uzbekistan,Flags,country-flag,1F1FA 1F1FF
4141,🇻🇦,flag: Vatican City,Flags,country-flag,1F1FB 1F1E6
4142,🇻🇨,flag: St. Vincent & Grenadines,Flags,country-flag,1F1FB 1F1E8
4143,🇻🇪,flag: Venezuela,Flags,country-flag,1F1FB 1F1EA
4144,🇻🇬,flag: British Virgin Islands,Flags,country-flag,1F1FB 1F1EC
4145,🇻🇮,flag: U.S. Virgin Islands,Flags,country-flag,1F1FB 1F1EE
4146,🇻🇳,flag: Vietnam,Flags,country-flag,1F1FB 1F1F3
4147,🇻🇺,flag: Vanuatu,Flags,country-flag,1F1FB 1F1FA
4148,🇼🇫,flag: Wallis & Futuna,Flags,country-flag,1F1FC 1F1EB
4149,🇼🇸,flag: Samoa,Flags,country-flag,1F1FC 1F1F8
4150,🇽🇰,flag: Kosovo,Flags,country-flag,1F1FD 1F1F0
4151,🇾🇪,flag: Yemen,Flags,country-flag,1F1FE 1F1EA
4152,🇾🇹,flag: Mayotte,Flags,country-flag,1F1FE 1F1F9
4153,🇿🇦,flag: South Africa,Flags,country-flag,1F1FF 1F1E6
4154,🇿🇲,flag: Zambia,Flags,country-flag,1F1FF 1F1F2
4155,🇿🇼,flag: Zimbabwe,Flags,country-flag,1F1FF 1F1FC
4156,🏴󠁧󠁢󠁥󠁮󠁧󠁿,flag: England,Flags,subdivision-flag,1F3F4 E0067 E0062 E0065 E006E E0067 E007F
4157,🏴󠁧󠁢󠁳󠁣󠁴󠁿,flag: Scotland,Flags,subdivision-flag,1F3F4 E0067 E0062 E0073 E0063 E0074 E007F
